,sex,age,marital,is_parent,education_level,emplnw,disabled,party,ideology,race,income,hh1,number_in_hh,reg_voter,email_use,mobile_phone,home_int,broadband,smartphone,library_onsite,library_website,visit_freq,educ2_ordinal,inc_ordinal,libusea_ordinal,has_visited
1593,Female,62,Married,No,Grad School,Full Time,No,Democrat,Liberal,White,$100K-$150K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,8,2,Yes
1594,Female,30,Married,Yes,HS Grad,Full Time,No,Independent,Consrv,Black,<$10K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,1,2,Yes
1595,Male,54,Married,No,HS Grad,Full Time,No,Republican,Liberal,White,$100K-$150K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,8,2,Yes
1596,Male,55,Married,No,Some College,Full Time,No,Republican,Consrv,White,$40K-$50K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,4,5,2,Yes
1597,Male,40,Married,Yes,HS Grad,Full Time,No,Independent,Consrv,White,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,8,1,Yes
1598,Male,31,Divorced,Yes,Some College,Full Time,Yes,Independent,Liberal,White,$100K-$150K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,4,8,1,Yes
1599,Female,73,Divorced,No,Some College,Unemployed,No,Democrat,Liberal,White,$20K-$30K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,4,3,2,Yes
1600,Male,36,Married,Yes,Grad School,Full Time,No,Independent,Moderate,Other,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,9,1,Yes
1601,Female,43,Married,Yes,Bach Degree,Self Employed,No,Republican,Consrv,White,$150K+,3,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,6,9,0,No
1602,Female,60,Divorced,No,Some College,Full Time,No,Republican,Moderate,White,$40K-$50K,2,Suburb,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,4,5,2,Yes
1603,Male,74,Married,No,Bach Degree,Retired,No,Independent,Moderate,Black,Unknown,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,6,0,2,Yes
1604,Female,34,Married,Yes,Grad School,Unemployed,No,Republican,Consrv,White,Refused,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,0,2,Yes
1605,Female,52,Widowed,No,Bach Degree,Full Time,No,Refused,Very Consrv,White,$20K-$30K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,6,3,1,Yes
1606,Female,68,Married,No,HS Grad,Full Time,No,Republican,Consrv,White,$30K-$40K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,3,4,1,Yes
1607,Female,61,Married,No,Bach Degree,Unemployed,No,Independent,Moderate,White,Refused,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,6,0,2,Yes
1608,Male,50,Separated,No,Some HS,Unemployed,Yes,Democrat,Moderate,White,$20K-$30K,2,Rural,Probably,No,No,Unknown,Unknown,No,Never,Never,Unknown,2,3,0,No
1609,Female,49,Married,Yes,Bach Degree,Part Time,No,Republican,Moderate,White,Refused,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,0,2,Yes
1610,Male,78,Widowed,No,Grad School,Unemployed,No,Refused,Refused,Native American,<$10K,1,Small City or Town,Probably,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,8,1,1,Yes
1611,Male,47,Never Married,No,Bach Degree,Full Time,No,Independent,Moderate,White,$75K-$100K,1,Small City or Town,Definitely,Yes,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,7,2,Yes
1612,Female,41,Cohabitating,Yes,Bach Degree,Full Time,No,Democrat,Liberal,Black,$20K-$30K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,3,1,Yes
1613,Male,22,Never Married,No,HS Grad,Full Time,No,Democrat,Moderate,White,$20K-$30K,3,Large City,Definitely,Yes,Yes,Yes,Dial-Up,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,3,3,1,Yes
1614,Female,28,Married,Yes,Bach Degree,Full Time,No,Democrat,Consrv,White,$40K-$50K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,5,2,Yes
1615,Male,18,Never Married,No,Some HS,Unemployed,No,Independent,Liberal,Black,Refused,3,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,2,0,2,Yes
1616,Female,34,Married,No,Grad School,Full Time,No,Democrat,Moderate,White,$30K-$40K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,8,4,1,Yes
1617,Female,50,Married,Yes,HS Grad,Full Time,No,Refused,Refused,White,$50K-$75K,4,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,3,6,2,Yes
1618,Female,26,Married,No,Grad School,Full Time,No,Democrat,Very Liberal,White,$100K-$150K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,8,2,Yes
1619,Male,19,Cohabitating,Yes,Some HS,Unemployed,No,Independent,Liberal,Black,<$10K,6,Small City or Town,Probably,Yes,Yes,Yes,Dial-Up,Unknown,"Yes, < 12 Mo.",Never,Weekly,2,1,2,Yes
1620,Male,83,Married,No,HS Grad,Retired,Yes,Democrat,Consrv,White,Refused,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,3,0,1,Yes
1621,Male,47,Married,Yes,Bach Degree,Full Time,No,Republican,Very Consrv,White,$150K+,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,9,1,Yes
1622,Male,59,Married,No,Bach Degree,Unemployed,No,Independent,Moderate,White,$100K-$150K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,6,8,1,Yes
1623,Female,55,Married,No,Assoc Degree,Unemployed,No,Independent,Liberal,White,$30K-$40K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,5,4,2,Yes
1624,Female,73,Married,No,HS Grad,Retired,No,Refused,Very Liberal,Asian,$10K-$20K,2,Large City,Probably,No,No,Unknown,Unknown,No,Never,Never,Unknown,3,2,0,No
1625,Male,76,Married,No,Some College,Retired,Yes,Independent,Consrv,White,$20K-$30K,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,4,3,1,Yes
1626,Male,27,Never Married,No,Bach Degree,Full Time,No,Independent,Moderate,White,$50K-$75K,4,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,6,1,Yes
1627,Male,81,Widowed,No,No HS,Retired,No,Unknown,Very Consrv,White,$10K-$20K,1,Large City,Probably,No,No,Unknown,Unknown,Unknown,Never,Never,Unknown,1,2,0,No
1628,Male,44,Divorced,No,Bach Degree,Full Time,Yes,Other,Liberal,White,$100K-$150K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,8,1,Yes
1629,Male,46,Cohabitating,No,HS Grad,Full Time,No,Unknown,Moderate,White,Unknown,4,Large City,Probably,Yes,Yes,No,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,0,2,Yes
1630,Male,81,Married,No,Grad School,Retired,Yes,Refused,Refused,Refused,Refused,5,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,8,0,0,No
1631,Female,19,Cohabitating,Yes,HS Grad,Unemployed,No,No Preference,Liberal,White,$10K-$20K,4,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1632,Male,30,Never Married,Yes,Some HS,Full Time,No,Republican,Liberal,Black,<$10K,2,Large City,Definitely,Yes,Yes,Yes,None,Yes,"Yes, > 12 Mo.",Never,Unknown,2,1,1,Yes
1633,Male,20,Divorced,No,Assoc Degree,Full Time,No,Independent,Moderate,White,$30K-$40K,1,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,5,4,1,Yes
1634,Male,17,Never Married,No,Some HS,Unemployed,No,Republican,Liberal,White,$100K-$150K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,2,8,2,Yes
1635,Male,58,Married,No,HS Grad,Full Time,No,No Preference,Very Consrv,Native American,$50K-$75K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
1636,Female,86,Widowed,No,HS Grad,Retired,Yes,Republican,Consrv,White,$20K-$30K,1,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,3,1,Yes
1637,Male,43,Separated,No,Some College,Full Time,No,Independent,Very Liberal,Other,$20K-$30K,6,Unknown,Definitely,Yes,No,Yes,Higher Speed,Unknown,"Yes, > 12 Mo.",Never,Unknown,4,3,1,Yes
1638,Female,22,Never Married,No,HS Grad,Full Time,No,Other,Consrv,White,Refused,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,3,0,2,Yes
1639,Male,25,Married,No,HS Grad,Full Time,No,Republican,Unknown,White,$150K+,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,9,2,Yes
1640,Male,68,Divorced,No,Bach Degree,Retired,Yes,Independent,Moderate,White,$10K-$20K,1,Large City,Definitely,No,No,Unknown,Unknown,Unknown,"Yes, > 12 Mo.",Never,Unknown,6,2,1,Yes
1641,Female,22,Never Married,Yes,Assoc Degree,Unemployed,No,Republican,Moderate,White,Unknown,3,Small City or Town,Definitely,Yes,Yes,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,5,0,1,Yes
1642,Male,33,Separated,No,HS Grad,Self Employed,No,Independent,Moderate,White,$20K-$30K,3,Small City or Town,Unknown,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,3,2,Yes
1643,Female,69,Widowed,No,HS Grad,Retired,No,Republican,Very Consrv,White,$20K-$30K,1,Suburb,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Monthly,3,3,2,Yes
1644,Male,22,Never Married,No,HS Grad,Unemployed,Yes,Independent,Consrv,White,$75K-$100K,4,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,3,7,2,Yes
1645,Female,26,Married,Yes,Bach Degree,Unemployed,No,Republican,Consrv,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,6,6,2,Yes
1646,Female,77,Widowed,No,Bach Degree,Retired,No,Independent,Moderate,Black,$75K-$100K,1,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,Never,"Yes, > 12 Mo.",Unknown,6,7,0,No
1647,Female,46,Married,Yes,Bach Degree,Full Time,No,Democrat,Liberal,White,<$10K,2,Large City,Definitely,Yes,No,Yes,Higher Speed,No,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,6,1,2,Yes
1648,Male,63,Never Married,No,Some College,Retired,No,Democrat,Very Liberal,White,$20K-$30K,1,Large City,Definitely,Yes,No,Yes,Higher Speed,Unknown,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,4,3,2,Yes
1649,Male,68,Married,No,Bach Degree,Full Time,No,Independent,Liberal,White,$50K-$75K,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,6,1,Yes
1650,Male,37,Never Married,No,HS Grad,Unemployed,Yes,Independent,Moderate,White,<$10K,1,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,3,1,2,Yes
1651,Female,21,Never Married,No,HS Grad,Full Time,No,Independent,Moderate,White,$20K-$30K,4,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,3,3,2,Yes
1652,Male,31,Never Married,No,HS Grad,Full Time,No,Independent,Consrv,White,$100K-$150K,2,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,8,1,Yes
1653,Female,65,Married,No,Assoc Degree,Part Time,No,No Preference,Unknown,White,Refused,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,0,1,Yes
1654,Female,35,Married,Yes,Grad School,Unemployed,No,Independent,Consrv,White,$50K-$75K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,8,6,2,Yes
1655,Male,54,Divorced,No,Some HS,Full Time,No,No Preference,Refused,White,$50K-$75K,1,Suburb,Probably,Yes,No,Yes,Higher Speed,Unknown,"Yes, > 12 Mo.",Never,Unknown,2,6,1,Yes
1656,Male,40,Never Married,No,Bach Degree,Full Time,No,Independent,Moderate,White,$50K-$75K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,6,1,Yes
1657,Female,23,Cohabitating,No,Bach Degree,Full Time,No,Independent,Liberal,White,$20K-$30K,2,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,6,3,2,Yes
1658,Female,27,Married,No,Grad School,Full Time,No,Independent,Moderate,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,8,6,2,Yes
1659,Female,59,Widowed,No,Bach Degree,Full Time,No,Democrat,Liberal,White,$40K-$50K,1,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,5,1,Yes
1660,Female,57,Married,Yes,Bach Degree,Full Time,No,Democrat,Moderate,White,Refused,2,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,6,0,2,Yes
1661,Female,53,Married,No,Some Grad School,Full Time,No,Democrat,Moderate,White,$40K-$50K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,7,5,1,Yes
1662,Female,44,Married,Yes,Grad School,Full Time,No,Republican,Consrv,White,$100K-$150K,3,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,8,8,1,Yes
1663,Male,54,Divorced,No,HS Grad,Full Time,No,Republican,Consrv,White,$10K-$20K,1,Small City or Town,Definitely,Yes,No,Yes,Higher Speed,No,Never,Never,Unknown,3,2,0,No
1664,Male,63,Widowed,No,HS Grad,Retired,Yes,Independent,Moderate,White,<$10K,1,Large City,Definitely,Yes,Yes,No,Unknown,Yes,"Yes, > 12 Mo.",Never,Unknown,3,1,1,Yes
1665,Female,55,Married,No,Grad School,Part Time,No,Democrat,Moderate,White,$75K-$100K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,7,2,Yes
1666,Male,22,Never Married,No,Some College,Unemployed,No,Independent,Moderate,White,$100K-$150K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,4,8,1,Yes
1667,Female,41,Married,Yes,Bach Degree,Self Employed,No,Independent,Refused,White,$100K-$150K,2,Small City or Town,Unknown,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,8,2,Yes
1668,Male,21,Never Married,No,Some College,Part Time,No,Independent,Moderate,White,$30K-$40K,1,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,4,1,Yes
1669,Male,53,Never Married,No,Grad School,Full Time,No,Republican,Consrv,White,$40K-$50K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,8,5,2,Yes
1670,Female,86,Widowed,No,Some College,Retired,Yes,Independent,Consrv,White,$30K-$40K,1,Rural,Definitely,No,No,Unknown,Unknown,No,"Yes, < 12 Mo.",Never,Less Often,4,4,2,Yes
1671,Male,66,Married,No,HS Grad,Retired,No,Independent,Consrv,White,$75K-$100K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,7,1,Yes
1672,Male,16,Never Married,No,Some HS,Part Time,No,Republican,Very Consrv,White,$50K-$75K,3,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,2,6,1,Yes
1673,Female,34,Married,Yes,Assoc Degree,Unemployed,Yes,Democrat,Moderate,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Weekly,5,7,2,Yes
1674,Female,61,Married,No,Bach Degree,Self Employed,No,Republican,Consrv,White,$150K+,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,6,9,2,Yes
1675,Male,68,Married,No,Some College,Retired,No,Republican,Consrv,White,$30K-$40K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,4,4,1,Yes
1676,Female,67,Married,No,Grad School,Unemployed,No,Republican,Consrv,White,$50K-$75K,2,Rural,Definitely,No,No,Unknown,Unknown,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Semi-Monthly,8,6,2,Yes
1677,Male,33,Divorced,Yes,Grad School,Full Time,No,Republican,Moderate,White,<$10K,3,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,1,2,Yes
1678,Male,61,Married,No,Bach Degree,Retired,No,Independent,Consrv,White,$50K-$75K,2,Small City or Town,Definitely,Yes,No,Yes,Dial-Up,No,"Yes, < 12 Mo.",Never,Less Often,6,6,2,Yes
1679,Female,38,Never Married,No,Some HS,Unemployed,No,Independent,Moderate,White,$20K-$30K,2,Small City or Town,Probably,No,Yes,No,Unknown,Yes,"Yes, < 12 Mo.",Never,Monthly,2,3,2,Yes
1680,Female,65,Married,No,Bach Degree,Retired,No,Republican,Consrv,White,$75K-$100K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Unknown,Never,Never,Unknown,6,7,0,No
1681,Female,54,Married,No,Some College,Retired,No,Democrat,Very Liberal,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, > 12 Mo.",Less Often,4,7,2,Yes
1682,Female,79,Married,No,HS Grad,Retired,No,Independent,Moderate,White,$50K-$75K,4,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,No,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
1683,Male,22,Never Married,No,HS Grad,Unemployed,No,Independent,Consrv,White,$20K-$30K,6,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Weekly,3,3,2,Yes
1684,Male,43,Married,Yes,Grad School,Full Time,No,Republican,Moderate,White,$100K-$150K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,8,8,2,Yes
1685,Male,71,Married,No,Bach Degree,Retired,No,Republican,Consrv,White,$20K-$30K,2,Small City or Town,Definitely,No,Yes,No,Unknown,Unknown,"Yes, < 12 Mo.",Never,Weekly,6,3,2,Yes
1686,Female,39,Married,Yes,Assoc Degree,Full Time,No,Republican,Consrv,White,$10K-$20K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,5,2,2,Yes
1687,Female,57,Married,No,Some College,Unemployed,No,Republican,Very Consrv,White,Unknown,3,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Unknown,"Yes, > 12 Mo.",Never,Unknown,4,0,1,Yes
1688,Male,85,Married,No,Bach Degree,Retired,No,Independent,Very Consrv,White,$75K-$100K,3,Suburb,Definitely,Yes,No,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,7,1,Yes
1689,Female,21,Cohabitating,No,HS Grad,Part Time,No,Independent,Consrv,White,$10K-$20K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1690,Male,46,Married,Yes,Bach Degree,Full Time,No,No Preference,Very Liberal,White,$150K+,4,Suburb,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,6,9,0,No
1691,Male,28,Never Married,No,HS Grad,Full Time,No,Republican,Consrv,White,$10K-$20K,1,Large City,Definitely,Yes,No,Yes,Dial-Up,No,Never,Never,Unknown,3,2,0,No
1692,Female,23,Never Married,No,HS Grad,Unemployed,No,Democrat,Moderate,Other,$150K+,5,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,Never,Never,Unknown,3,9,0,No
1693,Female,62,Divorced,No,HS Grad,Full Time,No,Refused,Moderate,White,<$10K,1,Large City,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,3,1,2,Yes
1694,Male,79,Married,No,HS Grad,Retired,No,Republican,Moderate,White,$50K-$75K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,6,1,Yes
1695,Female,16,Never Married,No,Some HS,Unemployed,No,Independent,Moderate,White,<$10K,2,Rural,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Monthly,2,1,2,Yes
1696,Male,60,Married,No,Some College,Full Time,No,No Preference,Unknown,White,$50K-$75K,4,Suburb,Probably,Yes,No,Yes,Higher Speed,Yes,Never,Never,Unknown,4,6,0,No
1697,Female,25,Cohabitating,Yes,Assoc Degree,Full Time,No,Independent,Liberal,White,$40K-$50K,2,Small City or Town,Probably,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,5,5,1,Yes
1698,Male,68,Married,No,Some Grad School,Full Time,No,Independent,Consrv,White,Refused,3,Rural,Definitely,Yes,No,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,7,0,1,Yes
1699,Female,78,Married,No,HS Grad,Retired,Yes,Republican,Consrv,White,$10K-$20K,2,Suburb,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.",Never,Unknown,3,2,1,Yes
1700,Female,40,Married,Yes,Bach Degree,Full Time,No,Independent,Consrv,White,$100K-$150K,3,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Monthly,6,8,2,Yes
1701,Female,68,Married,No,HS Grad,Retired,No,Independent,Moderate,White,$20K-$30K,2,Small City or Town,Definitely,Yes,No,Yes,Unknown,Yes,"Yes, < 12 Mo.",Never,Less Often,3,3,2,Yes
1702,Female,34,Married,Yes,Assoc Degree,Full Time,No,Republican,Moderate,White,$75K-$100K,2,Small City or Town,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.","Yes, < 12 Mo.",Unknown,5,7,1,Yes
1703,Male,59,Never Married,No,HS Grad,Retired,No,Independent,Consrv,White,$10K-$20K,6,Suburb,Definitely,No,Yes,No,Unknown,No,"Yes, < 12 Mo.",Never,Monthly,3,2,2,Yes
1704,Female,53,Divorced,No,Some College,Full Time,No,Independent,Consrv,White,$30K-$40K,2,Large City,Definitely,Yes,No,No,Unknown,No,"Yes, < 12 Mo.",Never,Weekly,4,4,2,Yes
1705,Female,83,Widowed,No,Some College,Retired,Yes,Republican,Unknown,White,<$10K,1,Large City,Definitely,No,No,Unknown,Unknown,No,"Yes, > 12 Mo.","Yes, > 12 Mo.",Unknown,4,1,1,Yes
1706,Female,19,Never Married,No,HS Grad,Unemployed,No,Independent,Liberal,Black,$30K-$40K,3,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.","Yes, < 12 Mo.",Less Often,3,4,2,Yes
1707,Male,60,Married,No,HS Grad,Retired,No,Independent,Moderate,White,$75K-$100K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,3,7,1,Yes
1708,Male,65,Widowed,No,Assoc Degree,Retired,Yes,Republican,Moderate,White,$10K-$20K,1,Small City or Town,Definitely,No,No,Unknown,Unknown,No,Never,Never,Unknown,5,2,0,No
1709,Male,74,Married,No,Grad School,Retired,No,Republican,Consrv,White,Refused,2,Suburb,Not Registered,Yes,Yes,Yes,Higher Speed,No,Never,Never,Unknown,8,0,0,No
1710,Male,68,Married,No,Bach Degree,Full Time,No,Democrat,Moderate,White,$100K-$150K,2,Rural,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, > 12 Mo.",Never,Unknown,6,8,1,Yes
1711,Male,17,Never Married,No,Some HS,Part Time,No,No Preference,Unknown,White,Refused,2,Suburb,Definitely,Yes,Yes,No,Unknown,Yes,Never,Never,Unknown,2,0,0,No
1712,Female,20,Never Married,No,Some College,Part Time,No,Independent,Liberal,White,$150K+,2,Suburb,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Less Often,4,9,2,Yes
1713,Female,28,Cohabitating,Yes,Some College,Full Time,No,Independent,Liberal,White,$30K-$40K,2,Large City,Definitely,Yes,Yes,Yes,Higher Speed,Yes,"Yes, < 12 Mo.",Never,Semi-Monthly,4,4,2,Yes
